"","Month","MoY","SCODE","STATION","NAME","LATITUDE","LONGITUDE","DATE","Year","Day","DoY","Time","PRCP","TAVG","TMAX","TMIN","MAVG","MMAX","NormalMMAX"
"8028",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-07",2017,7,"09-07",10112,0,22.5,29.5,15.5,24.125,29.0666666666667,28.6544444444444
"8043",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-05",2017,5,"09-05",10110,0,22.4,30.2,14.6,24.125,29.0666666666667,28.6544444444444
"8055",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-06",2017,6,"09-06",10111,0,22.8,30.3,15.3,24.125,29.0666666666667,28.6544444444444
"8070",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-04",2017,4,"09-04",10109,0,23.4,28.4,18.4,24.125,29.0666666666667,28.6544444444444
"8110",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-03",2017,3,"09-03",10108,0,23.9,28.9,18.9,24.125,29.0666666666667,28.6544444444444
"8123",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-01",2017,1,"09-01",10106,0,23.5,27.9,19.1,24.125,29.0666666666667,28.6544444444444
"8124",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-02",2017,2,"09-02",10107,0,25,29.3,20.7,24.125,29.0666666666667,28.6544444444444
"8194",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-31",2017,31,"10-31",10166,0,27.05,30,24.1,25.5693548387097,29.7806451612903,29.8776103336921
"8206",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-29",2017,29,"10-29",10164,0,24.5,29.8,19.2,25.5693548387097,29.7806451612903,29.8776103336921
"8218",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-30",2017,30,"10-30",10165,0,25.95,29.9,22,25.5693548387097,29.7806451612903,29.8776103336921
"8247",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-26",2017,26,"10-26",10161,0,24.2,28.8,19.6,25.5693548387097,29.7806451612903,29.8776103336921
"8303",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-25",2017,25,"10-25",10160,0,25.4,29.7,21.1,25.5693548387097,29.7806451612903,29.8776103336921
"8325",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-21",2017,21,"10-21",10156,11.4,25.05,27.7,22.4,25.5693548387097,29.7806451612903,29.8776103336921
"8330",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-24",2017,24,"10-24",10159,0.2,25.55,30.6,20.5,25.5693548387097,29.7806451612903,29.8776103336921
"8331",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-28",2017,28,"10-28",10163,0,23.7,29.5,17.9,25.5693548387097,29.7806451612903,29.8776103336921
"8344",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-23",2017,23,"10-23",10158,3.6,25.4,29.4,21.4,25.5693548387097,29.7806451612903,29.8776103336921
"8352",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-20",2017,20,"10-20",10155,5.4,23.25,27.1,19.4,25.5693548387097,29.7806451612903,29.8776103336921
"8384",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-22",2017,22,"10-22",10157,12.2,23.65,26.6,20.7,25.5693548387097,29.7806451612903,29.8776103336921
"8434",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-19",2017,19,"10-19",10154,135.2,22.9,27.2,18.6,25.5693548387097,29.7806451612903,29.8776103336921
"8461",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-18",2017,18,"10-18",10153,9.2,25.2,29.9,20.5,25.5693548387097,29.7806451612903,29.8776103336921
"8492",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-27",2017,27,"10-27",10162,0,22.2,27.7,16.7,25.5693548387097,29.7806451612903,29.8776103336921
"8501",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-17",2017,17,"10-17",10152,1,23.7,25.5,21.9,25.5693548387097,29.7806451612903,29.8776103336921
"8508",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-16",2017,16,"10-16",10151,7.2,24.6,28.4,20.8,25.5693548387097,29.7806451612903,29.8776103336921
"8522",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-15",2017,15,"10-15",10150,0,27.2,31.7,22.7,25.5693548387097,29.7806451612903,29.8776103336921
"8562",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-14",2017,14,"10-14",10149,0,26.6,31.1,22.1,25.5693548387097,29.7806451612903,29.8776103336921
"8643",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-13",2017,13,"10-13",10148,0,27.25,31.8,22.7,25.5693548387097,29.7806451612903,29.8776103336921
"8683",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-12",2017,12,"10-12",10147,0,26.65,30.9,22.4,25.5693548387097,29.7806451612903,29.8776103336921
"8723",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-11",2017,11,"10-11",10146,0,26.2,31.2,21.2,25.5693548387097,29.7806451612903,29.8776103336921
"8763",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-10",2017,10,"10-10",10145,0,25.75,30.7,20.8,25.5693548387097,29.7806451612903,29.8776103336921
"8803",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-09",2017,9,"10-09",10144,0,26.9,31.3,22.5,25.5693548387097,29.7806451612903,29.8776103336921
"8830",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-08",2017,8,"10-08",10143,0,27.2,31.2,23.2,25.5693548387097,29.7806451612903,29.8776103336921
"8844",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-07",2017,7,"10-07",10142,0,26.45,31,21.9,25.5693548387097,29.7806451612903,29.8776103336921
"8872",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-06",2017,6,"10-06",10141,0,27.5,31.2,23.8,25.5693548387097,29.7806451612903,29.8776103336921
"8873",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-05",2017,5,"10-05",10140,0,28,31.9,24.1,25.5693548387097,29.7806451612903,29.8776103336921
"8900",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-04",2017,4,"10-04",10139,0,26.35,31.7,21,25.5693548387097,29.7806451612903,29.8776103336921
"8927",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-03",2017,3,"10-03",10138,0,26.4,30.7,22.1,25.5693548387097,29.7806451612903,29.8776103336921
"8941",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-02",2017,2,"10-02",10137,0,26.8,29.6,24,25.5693548387097,29.7806451612903,29.8776103336921
"8981",10,"2017-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-10-01",2017,1,"10-01",10136,0,25.1,29.4,20.8,25.5693548387097,29.7806451612903,29.8776103336921
"9155",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-25",2017,25,"11-25",10191,0,27.8,31.7,23.9,26.5866666666667,30.71,31.0894327030033
"9159",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-30",2017,30,"11-30",10196,0,28.5,33.1,23.9,26.5866666666667,30.71,31.0894327030033
"9198",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-24",2017,24,"11-24",10190,0.6,27.2,31.4,23,26.5866666666667,30.71,31.0894327030033
"9225",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-23",2017,23,"11-23",10189,9,26.25,30.2,22.3,26.5866666666667,30.71,31.0894327030033
"9233",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-20",2017,20,"11-20",10186,0,26.4,28.7,24.1,26.5866666666667,30.71,31.0894327030033
"9239",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-22",2017,22,"11-22",10188,10,25.05,28.6,21.5,26.5866666666667,30.71,31.0894327030033
"9240",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-21",2017,21,"11-21",10187,12.8,25.75,29.6,21.9,26.5866666666667,30.71,31.0894327030033
"9260",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-19",2017,19,"11-19",10185,0,26.15,30,22.3,26.5866666666667,30.71,31.0894327030033
"9269",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-29",2017,29,"11-29",10195,1.6,27.85,32.3,23.4,26.5866666666667,30.71,31.0894327030033
"9316",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-18",2017,18,"11-18",10184,0,26.55,31,22.1,26.5866666666667,30.71,31.0894327030033
"9343",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-17",2017,17,"11-17",10183,0.2,27.15,31.1,23.2,26.5866666666667,30.71,31.0894327030033
"9344",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-16",2017,16,"11-16",10182,0,26.85,30.8,22.9,26.5866666666667,30.71,31.0894327030033
"9476",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-15",2017,15,"11-15",10181,1.7,26.5,30.9,22.1,26.5866666666667,30.71,31.0894327030033
"9484",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-28",2017,28,"11-28",10194,1.2,26.8,30.9,22.7,26.5866666666667,30.71,31.0894327030033
"9515",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-13",2017,13,"11-13",10179,6.7,24.75,28.7,20.8,26.5866666666667,30.71,31.0894327030033
"9516",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-14",2017,14,"11-14",10180,1.9,25.85,29.7,22,26.5866666666667,30.71,31.0894327030033
"9594",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-09",2017,9,"11-09",10175,22.3,26.8,30.3,23.3,26.5866666666667,30.71,31.0894327030033
"9595",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-11",2017,11,"11-11",10177,4.8,25.2,29.1,21.3,26.5866666666667,30.71,31.0894327030033
"9596",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-12",2017,12,"11-12",10178,2.1,25.65,29.8,21.5,26.5866666666667,30.71,31.0894327030033
"9604",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-27",2017,27,"11-27",10193,0,25.85,30.6,21.1,26.5866666666667,30.71,31.0894327030033
"9633",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-07",2017,7,"11-07",10173,0,26.35,32.1,20.6,26.5866666666667,30.71,31.0894327030033
"9634",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-08",2017,8,"11-08",10174,0,27.35,33,21.7,26.5866666666667,30.71,31.0894327030033
"9635",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-10",2017,10,"11-10",10176,19.9,25.25,28.8,21.7,26.5866666666667,30.71,31.0894327030033
"9644",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-26",2017,26,"11-26",10192,0,26.7,32,21.4,26.5866666666667,30.71,31.0894327030033
"9673",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-06",2017,6,"11-06",10172,0,27.75,31.8,23.7,26.5866666666667,30.71,31.0894327030033
"9754",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-05",2017,5,"11-05",10171,0,26.9,32,21.8,26.5866666666667,30.71,31.0894327030033
"9768",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-04",2017,4,"11-04",10170,0,27.6,31.9,23.3,26.5866666666667,30.71,31.0894327030033
"9795",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-03",2017,3,"11-03",10169,0,27,31.1,22.9,26.5866666666667,30.71,31.0894327030033
"9809",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-02",2017,2,"11-02",10168,3,26.6,29.9,23.3,26.5866666666667,30.71,31.0894327030033
"9849",11,"2017-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-11-01",2017,1,"11-01",10167,0.2,27.2,30.2,24.2,26.5866666666667,30.71,31.0894327030033
"10759",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-06",2017,6,"12-06",10202,0.2,26.5,31.6,21.4,28.0322580645161,33.1354838709677,31.7397201291712
"10760",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-07",2017,7,"12-07",10203,0,27.2,31.5,22.9,28.0322580645161,33.1354838709677,31.7397201291712
"10761",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-08",2017,8,"12-08",10204,0,28.5,32,25,28.0322580645161,33.1354838709677,31.7397201291712
"10762",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-09",2017,9,"12-09",10205,0,28.95,33.7,24.2,28.0322580645161,33.1354838709677,31.7397201291712
"10763",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-10",2017,10,"12-10",10206,0,28.8,33.5,24.1,28.0322580645161,33.1354838709677,31.7397201291712
"10764",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-11",2017,11,"12-11",10207,0,28.7,32.8,24.6,28.0322580645161,33.1354838709677,31.7397201291712
"10765",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-12",2017,12,"12-12",10208,0,27.9,32.8,23,28.0322580645161,33.1354838709677,31.7397201291712
"10766",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-13",2017,13,"12-13",10209,0,27.8,32.8,22.8,28.0322580645161,33.1354838709677,31.7397201291712
"10767",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-14",2017,14,"12-14",10210,0,27.45,33.5,21.4,28.0322580645161,33.1354838709677,31.7397201291712
"10768",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-15",2017,15,"12-15",10211,0,27.6,33.4,21.8,28.0322580645161,33.1354838709677,31.7397201291712
"10769",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-16",2017,16,"12-16",10212,0,28.8,34.2,23.4,28.0322580645161,33.1354838709677,31.7397201291712
"10770",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-17",2017,17,"12-17",10213,0.5,28.4,33.5,23.3,28.0322580645161,33.1354838709677,31.7397201291712
"10771",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-18",2017,18,"12-18",10214,1.5,28.5,33.4,23.6,28.0322580645161,33.1354838709677,31.7397201291712
"10772",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-19",2017,19,"12-19",10215,0,28.6,33.7,23.5,28.0322580645161,33.1354838709677,31.7397201291712
"10773",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-20",2017,20,"12-20",10216,0,27.3,32.7,21.9,28.0322580645161,33.1354838709677,31.7397201291712
"10774",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-21",2017,21,"12-21",10217,0,27.9,33.9,21.9,28.0322580645161,33.1354838709677,31.7397201291712
"10775",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-22",2017,22,"12-22",10218,0,28.5,34,23,28.0322580645161,33.1354838709677,31.7397201291712
"10776",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-23",2017,23,"12-23",10219,0,28.6,33.6,23.6,28.0322580645161,33.1354838709677,31.7397201291712
"10777",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-24",2017,24,"12-24",10220,0,28.2,33.5,22.9,28.0322580645161,33.1354838709677,31.7397201291712
"10778",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-25",2017,25,"12-25",10221,0,26.8,33.3,20.3,28.0322580645161,33.1354838709677,31.7397201291712
"10779",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-26",2017,26,"12-26",10222,0,27.5,33,22,28.0322580645161,33.1354838709677,31.7397201291712
"10780",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-27",2017,27,"12-27",10223,0,27.5,32.6,22.4,28.0322580645161,33.1354838709677,31.7397201291712
"10781",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-28",2017,28,"12-28",10224,0,28.4,34.2,22.6,28.0322580645161,33.1354838709677,31.7397201291712
"10782",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-29",2017,29,"12-29",10225,0,29.6,34.3,24.9,28.0322580645161,33.1354838709677,31.7397201291712
"10783",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-30",2017,30,"12-30",10226,0,27.95,33.9,22,28.0322580645161,33.1354838709677,31.7397201291712
"10784",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-31",2017,31,"12-31",10227,0,27.35,33.1,21.6,28.0322580645161,33.1354838709677,31.7397201291712
"10834",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-01",2017,1,"12-01",10197,1.2,28.5,32.6,24.4,28.0322580645161,33.1354838709677,31.7397201291712
"10835",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-02",2017,2,"12-02",10198,0,27.8,32.3,23.3,28.0322580645161,33.1354838709677,31.7397201291712
"10836",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-03",2017,3,"12-03",10199,0,27.7,31.8,23.6,28.0322580645161,33.1354838709677,31.7397201291712
"10837",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-04",2017,4,"12-04",10200,4,27.6,31.8,23.4,28.0322580645161,33.1354838709677,31.7397201291712
"10838",12,"2017-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-12-05",2017,5,"12-05",10201,17.1,28.1,34.2,22,28.0322580645161,33.1354838709677,31.7397201291712
