"","Month","MoY","SCODE","STATION","NAME","LATITUDE","LONGITUDE","DATE","Year","Day","DoY","Time","PRCP","TAVG","TMAX","TMIN","MAVG","MMAX","NormalMMAX"
"8191",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-30",2016,30,"10-30",9800,0,27.4,31.4,23.4,25.5741935483871,29.7935483870968,29.8776103336921
"8193",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-31",2016,31,"10-31",9801,0,26.1,30.4,21.8,25.5741935483871,29.7935483870968,29.8776103336921
"8204",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-29",2016,29,"10-29",9799,0,26.7,31.7,21.7,25.5741935483871,29.7935483870968,29.8776103336921
"8217",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-26",2016,26,"10-26",9796,0,27.25,31.5,23,25.5741935483871,29.7935483870968,29.8776103336921
"8219",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-28",2016,28,"10-28",9798,0,26.55,32.7,20.4,25.5741935483871,29.7935483870968,29.8776103336921
"8249",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-25",2016,25,"10-25",9795,0,26.35,30.5,22.2,25.5741935483871,29.7935483870968,29.8776103336921
"8261",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-27",2016,27,"10-27",9797,0,26.95,31.3,22.6,25.5741935483871,29.7935483870968,29.8776103336921
"8264",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-24",2016,24,"10-24",9794,0,25.6,28.1,23.1,25.5741935483871,29.7935483870968,29.8776103336921
"8280",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-21",2016,21,"10-21",9791,0,26.7,30.3,23.1,25.5741935483871,29.7935483870968,29.8776103336921
"8295",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-23",2016,23,"10-23",9793,0,25.55,31.2,19.9,25.5741935483871,29.7935483870968,29.8776103336921
"8337",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-22",2016,22,"10-22",9792,0,26.1,30.6,21.6,25.5741935483871,29.7935483870968,29.8776103336921
"8341",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-20",2016,20,"10-20",9790,0,27.2,30.9,23.5,25.5741935483871,29.7935483870968,29.8776103336921
"8355",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-19",2016,19,"10-19",9789,0,26.05,31,21.1,25.5741935483871,29.7935483870968,29.8776103336921
"8438",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-18",2016,18,"10-18",9788,0,25.7,30.4,21,25.5741935483871,29.7935483870968,29.8776103336921
"8480",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-17",2016,17,"10-17",9787,1.4,24.6,28.9,20.3,25.5741935483871,29.7935483870968,29.8776103336921
"8507",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-16",2016,16,"10-16",9786,11.6,24.25,27.5,21,25.5741935483871,29.7935483870968,29.8776103336921
"8602",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-15",2016,15,"10-15",9785,5.2,23.1,25,21.2,25.5741935483871,29.7935483870968,29.8776103336921
"8642",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-14",2016,14,"10-14",9784,0,25.1,29.7,20.5,25.5741935483871,29.7935483870968,29.8776103336921
"8682",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-13",2016,13,"10-13",9783,0,24.65,29.2,20.1,25.5741935483871,29.7935483870968,29.8776103336921
"8722",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-12",2016,12,"10-12",9782,0,23.45,29.1,17.8,25.5741935483871,29.7935483870968,29.8776103336921
"8762",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-11",2016,11,"10-11",9781,NA,22.8,28.5,17.1,25.5741935483871,29.7935483870968,29.8776103336921
"8802",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-10",2016,10,"10-10",9780,0,23.8,29.4,18.2,25.5741935483871,29.7935483870968,29.8776103336921
"8829",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-09",2016,9,"10-09",9779,0,24.7,29.8,19.6,25.5741935483871,29.7935483870968,29.8776103336921
"8858",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-08",2016,8,"10-08",9778,0,25.5,29.1,21.9,25.5741935483871,29.7935483870968,29.8776103336921
"8898",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-07",2016,7,"10-07",9777,0,25.7,29.2,22.2,25.5741935483871,29.7935483870968,29.8776103336921
"8899",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-06",2016,6,"10-06",9776,5,25.7,29,22.4,25.5741935483871,29.7935483870968,29.8776103336921
"8926",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-05",2016,5,"10-05",9775,5.4,25.2,27.5,22.9,25.5741935483871,29.7935483870968,29.8776103336921
"8953",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-04",2016,4,"10-04",9774,0,27.3,31.7,22.9,25.5741935483871,29.7935483870968,29.8776103336921
"8967",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-03",2016,3,"10-03",9773,0,25.15,29.3,21,25.5741935483871,29.7935483870968,29.8776103336921
"9007",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-02",2016,2,"10-02",9772,0.4,25.85,29.3,22.4,25.5741935483871,29.7935483870968,29.8776103336921
"9009",10,"2016-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-10-01",2016,1,"10-01",9771,43,25.75,29.4,22.1,25.5741935483871,29.7935483870968,29.8776103336921
"9123",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-30",2016,30,"11-30",9831,2.8,26.2,31.3,21.1,27.36,32.0833333333333,31.0894327030033
"9124",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-29",2016,29,"11-29",9830,NA,29.3,33.9,24.7,27.36,32.0833333333333,31.0894327030033
"9129",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-28",2016,28,"11-28",9829,0,28.95,33.6,24.3,27.36,32.0833333333333,31.0894327030033
"9133",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-25",2016,25,"11-25",9826,0,26,31.3,20.7,27.36,32.0833333333333,31.0894327030033
"9140",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-27",2016,27,"11-27",9828,0,28.55,32.8,24.3,27.36,32.0833333333333,31.0894327030033
"9157",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-24",2016,24,"11-24",9825,0,26.05,31.4,20.7,27.36,32.0833333333333,31.0894327030033
"9172",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-23",2016,23,"11-23",9824,0,27.25,32.2,22.3,27.36,32.0833333333333,31.0894327030033
"9175",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-20",2016,20,"11-20",9821,9.4,26.7,31.4,22,27.36,32.0833333333333,31.0894327030033
"9182",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-26",2016,26,"11-26",9827,NA,28.25,33.1,23.4,27.36,32.0833333333333,31.0894327030033
"9203",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-22",2016,22,"11-22",9823,0,27.15,32,22.3,27.36,32.0833333333333,31.0894327030033
"9232",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-21",2016,21,"11-21",9822,0.4,27.15,31.1,23.2,27.36,32.0833333333333,31.0894327030033
"9306",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-19",2016,19,"11-19",9820,NA,27,32,22,27.36,32.0833333333333,31.0894327030033
"9334",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-18",2016,18,"11-18",9819,NA,27.55,31.5,23.6,27.36,32.0833333333333,31.0894327030033
"9433",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-17",2016,17,"11-17",9818,0,28.05,32.5,23.6,27.36,32.0833333333333,31.0894327030033
"9460",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-15",2016,15,"11-15",9816,0,27.05,35.1,19,27.36,32.0833333333333,31.0894327030033
"9475",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-16",2016,16,"11-16",9817,0,26.25,32.7,19.8,27.36,32.0833333333333,31.0894327030033
"9514",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-13",2016,13,"11-13",9814,0,29.05,33,25.1,27.36,32.0833333333333,31.0894327030033
"9553",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-11",2016,11,"11-11",9812,0,28.35,32.5,24.2,27.36,32.0833333333333,31.0894327030033
"9554",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-12",2016,12,"11-12",9813,0,29,33.1,24.9,27.36,32.0833333333333,31.0894327030033
"9555",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-14",2016,14,"11-14",9815,3.8,27.8,33.1,22.5,27.36,32.0833333333333,31.0894327030033
"9592",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-09",2016,9,"11-09",9810,0,26.85,31.6,22.1,27.36,32.0833333333333,31.0894327030033
"9593",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-10",2016,10,"11-10",9811,0,26.6,31.7,21.5,27.36,32.0833333333333,31.0894327030033
"9632",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-08",2016,8,"11-08",9809,0,27.25,31.6,22.9,27.36,32.0833333333333,31.0894327030033
"9713",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-07",2016,7,"11-07",9808,0,27.1,31.7,22.5,27.36,32.0833333333333,31.0894327030033
"9753",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-06",2016,6,"11-06",9807,0,27.85,31.3,24.4,27.36,32.0833333333333,31.0894327030033
"9780",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-05",2016,5,"11-05",9806,0,27.75,31,24.5,27.36,32.0833333333333,31.0894327030033
"9794",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-04",2016,4,"11-04",9805,0,27.35,31.4,23.3,27.36,32.0833333333333,31.0894327030033
"9821",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-03",2016,3,"11-03",9804,0,27.05,31.5,22.6,27.36,32.0833333333333,31.0894327030033
"9835",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-02",2016,2,"11-02",9803,0,25.9,30.8,21,27.36,32.0833333333333,31.0894327030033
"9875",11,"2016-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-11-01",2016,1,"11-01",9802,0,25.45,30.3,20.6,27.36,32.0833333333333,31.0894327030033
"10679",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-09",2016,9,"12-09",9840,NA,27.3,32.1,22.5,28.0548387096774,32.541935483871,31.7397201291712
"10680",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-10",2016,10,"12-10",9841,NA,28.65,34,23.3,28.0548387096774,32.541935483871,31.7397201291712
"10681",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-11",2016,11,"12-11",9842,NA,29.05,33.1,25,28.0548387096774,32.541935483871,31.7397201291712
"10682",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-12",2016,12,"12-12",9843,17.4,26.55,29.8,23.3,28.0548387096774,32.541935483871,31.7397201291712
"10683",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-13",2016,13,"12-13",9844,26.8,26.75,29.6,23.9,28.0548387096774,32.541935483871,31.7397201291712
"10684",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-14",2016,14,"12-14",9845,5,27,30.2,23.8,28.0548387096774,32.541935483871,31.7397201291712
"10685",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-15",2016,15,"12-15",9846,NA,27.65,32.4,22.9,28.0548387096774,32.541935483871,31.7397201291712
"10686",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-16",2016,16,"12-16",9847,0,27.95,32.3,23.6,28.0548387096774,32.541935483871,31.7397201291712
"10687",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-17",2016,17,"12-17",9848,NA,27.85,31.9,23.8,28.0548387096774,32.541935483871,31.7397201291712
"10688",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-18",2016,18,"12-18",9849,NA,28.05,31.4,24.7,28.0548387096774,32.541935483871,31.7397201291712
"10689",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-19",2016,19,"12-19",9850,0,29.05,33.2,24.9,28.0548387096774,32.541935483871,31.7397201291712
"10690",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-20",2016,20,"12-20",9851,NA,29.3,33.5,25.1,28.0548387096774,32.541935483871,31.7397201291712
"10691",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-21",2016,21,"12-21",9852,1,28.65,33,24.3,28.0548387096774,32.541935483871,31.7397201291712
"10692",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-22",2016,22,"12-22",9853,0,27.7,33,22.4,28.0548387096774,32.541935483871,31.7397201291712
"10693",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-23",2016,23,"12-23",9854,0,28.55,31.9,25.2,28.0548387096774,32.541935483871,31.7397201291712
"10694",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-24",2016,24,"12-24",9855,NA,28.3,31.6,25,28.0548387096774,32.541935483871,31.7397201291712
"10695",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-25",2016,25,"12-25",9856,NA,28,31.1,24.9,28.0548387096774,32.541935483871,31.7397201291712
"10696",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-26",2016,26,"12-26",9857,NA,29.5,34.7,24.3,28.0548387096774,32.541935483871,31.7397201291712
"10697",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-27",2016,27,"12-27",9858,NA,28.1,33.6,22.6,28.0548387096774,32.541935483871,31.7397201291712
"10698",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-28",2016,28,"12-28",9859,NA,29.05,33.7,24.4,28.0548387096774,32.541935483871,31.7397201291712
"10699",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-29",2016,29,"12-29",9860,0,29.2,34.2,24.2,28.0548387096774,32.541935483871,31.7397201291712
"10700",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-30",2016,30,"12-30",9861,NA,28.45,33.1,23.8,28.0548387096774,32.541935483871,31.7397201291712
"10701",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-31",2016,31,"12-31",9862,3.2,28.05,32.4,23.7,28.0548387096774,32.541935483871,31.7397201291712
"10758",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-08",2016,8,"12-08",9839,0,28.4,32.5,24.3,28.0548387096774,32.541935483871,31.7397201291712
"10791",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-01",2016,1,"12-01",9832,0,26.6,32,21.2,28.0548387096774,32.541935483871,31.7397201291712
"10792",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-02",2016,2,"12-02",9833,0,25.45,32.6,18.3,28.0548387096774,32.541935483871,31.7397201291712
"10793",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-03",2016,3,"12-03",9834,0,25.05,32.1,18,28.0548387096774,32.541935483871,31.7397201291712
"10794",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-04",2016,4,"12-04",9835,0,28.85,33.8,23.9,28.0548387096774,32.541935483871,31.7397201291712
"10795",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-05",2016,5,"12-05",9836,0,28.65,33.3,24,28.0548387096774,32.541935483871,31.7397201291712
"10796",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-06",2016,6,"12-06",9837,0,29,33.4,24.6,28.0548387096774,32.541935483871,31.7397201291712
"10797",12,"2016-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2016-12-07",2016,7,"12-07",9838,0,29,33.3,24.7,28.0548387096774,32.541935483871,31.7397201291712
